sentence_number,word,surprisal_score,target_phrase
5, brain,3.392317771911621,no
5, I,7.205185890197754,no
5, know,3.161870241165161,no
5, words,12.265389442443848,no
5,",",1.4154776334762573,no
5, I,0.9117653369903564,no
5, have,2.351228713989258,yes
5, the,3.465010643005371,yes
5, best,3.015134334564209,yes
5, words,4.8249688148498535,yes
5, But,11.950889587402344,no
5, there,4.809061050415039,no
5,'s,0.973651647567749,no
5, no,1.8101301193237305,no
5, better,5.714592933654785,no
5, word,1.9887856245040894,no
5, than,0.796291172504425,no
5, stupid,3.8160269260406494,no
6,!,7.366643905639648,no
6, GU,13.34123420715332,no
6,IL,2.791706085205078,no
6,FO,7.235481262207031,no
6,Y,0.1699070930480957,no
6,LE,0.06614214181900024,no
6, #,4.096586227416992,no
6, I,9.48366928100586,no
6,'m,2.979651927947998,no
6, going,3.4530527591705322,no
6, to,0.25379645824432373,no
6, give,4.63775110244751,no
6, Steve,7.945425510406494,no
6, the,2.572155475616455,no
6, less,9.687641143798828,no
6, 30,12.346477508544922,no
6, seconds,2.0855581760406494,no
6, here,5.630431652069092,no
6, But,8.156932830810547,no
6, in,4.911476135253906,no
6, the,1.2420849800109863,no
6, meantime,1.6264755725860596,no
6,",",0.8635591864585876,no
6, the,4.041630268096924,no
6, Democrats,9.284932136535645,no
6, only,7.657532691955566,no
6, have,1.429142951965332,yes
6, words,8.904205322265625,yes
6, And,5.677499771118164,no
6, if,3.8940846920013428,no
6, the,2.9835309982299805,no
6, words,4.32024621963501,no
6, they,3.1934804916381836,no
6, use,2.6229753494262695,no
6,",",4.714862823486328,no
6, these,7.689977169036865,no
6, over,8.780224800109863,no
6,-,2.0022311210632324,no
6,the,2.3242881298065186,no
6,-,0.01786826364696026,no
6,top,0.056075021624565125,no
6, hysterical,7.948115825653076,no
6, statements,4.536671161651611,no
6,",",0.541383683681488,no
6, that,6.498437404632568,no
6, is,3.306753158569336,no
6, not,2.200913429260254,no
6, good,3.904193162918091,no
6, to,6.173373222351074,no
6, serve,7.829688549041748,no
6, them,3.7192153930664062,no
6, well,3.3783674240112305,no
6, in,3.037325382232666,no
6, trying,6.36807918548584,no
6, to,0.024947024881839752,no
6, win,1.9737727642059326,no
6, elections,1.7200050354003906,no
6, in,2.639737367630005,no
6, the,1.3408421277999878,no
6, years,4.379920482635498,no
6, ahead,1.0476611852645874,no
7,!,7.366643905639648,no
7, G,9.27186393737793,no
7,UTF,11.453312873840332,no
7,ELD,6.572000980377197,no
7, #,5.581740856170654,no
7, Do,10.085233688354492,no
7, we,3.9869608879089355,no
7, expect,6.671387195587158,no
7, any,2.6235361099243164,no
7, surprises,7.595550060272217,no
7, tomorrow,6.951239585876465,no
7,?,0.4130952060222626,no
7, I,3.770145893096924,no
7, mean,3.6520965099334717,no
7,",",0.5114760398864746,no
7, could,5.975813865661621,no
7, he,3.7162601947784424,no
7, do,3.2016708850860596,no
7, something,3.3268957138061523,no
7, that,2.914429187774658,no
7, no,4.242687702178955,no
7, one,0.2785632610321045,no
7, has,1.6104178428649902,no
7, ever,0.8523619771003723,no
7, done,0.45797255635261536,no
7, before,0.5033825039863586,no
7,?,0.36863985657691956,no
7, I,3.518026828765869,no
7, mean,0.8226101398468018,no
7,",",0.15190641582012177,no
7, he,3.016632080078125,no
7,'s,0.8472233414649963,no
7, known,6.174140930175781,no
7, for,0.8700895309448242,no
7, doing,1.9518988132476807,no
7, things,1.4496573209762573,no
7, like,1.2965655326843262,no
7, that,1.3489490747451782,no
7, I,7.570339202880859,no
7, mean,2.029020071029663,no
7,",",0.7088593244552612,no
7, maybe,4.6434454917907715,no
7, he,0.8617037534713745,no
7, does,4.534445285797119,no
7, n,8.762664794921875,no
7,'t,2.767862319946289,no
7, even,3.4726762771606445,no
7, have,2.341146469116211,no
7, words,7.6106719970703125,no
7, Maybe,14.331257820129395,no
8, one,5.976141452789307,no
8, of,1.452061653137207,no
8, the,0.40935853123664856,no
8, things,2.0640156269073486,no
8, that,0.8438321352005005,no
8, Howard,9.9081392288208,no
8, Stern,4.191868305206299,no
8, has,2.4402055740356445,no
8, done,1.740771770477295,no
8, besides,11.076029777526855,no
8, calling,5.7365193367004395,no
8, the,3.337501287460327,no
8, bluff,9.933627128601074,no
8, on,2.6077945232391357,no
8, the,2.34971284866333,no
8, FCC,6.214544296264648,no
8, is,0.8542855381965637,no
8, he,2.789750337600708,no
8, has,1.2983527183532715,no
8, shown,5.051041603088379,no
8, how,3.0118703842163086,no
8, easy,3.662036180496216,no
8, it,0.035359907895326614,no
8, is,0.10352758318185806,no
8, to,0.2983874976634979,no
8, orche,8.840950012207031,no
8,strate,0.00012635385792236775,no
8, a,0.8796719908714294,no
8, letter,8.288237571716309,no
8, writing,4.101091384887695,no
8, campaign,0.03307931497693062,no
8, @,13.609783172607422,no
8,!,8.480937957763672,no
8, BUR,19.14703941345215,no
8,NS,1.9972041845321655,no
8,:,4.484421253204346,no
8, Jane,10.825837135314941,no
8,",",0.6638778448104858,no
8, do,3.5032975673675537,no
8, you,0.10318851470947266,no
8, have,1.7734373807907104,yes
8, a,1.4002504348754883,yes
8, final,5.681539535522461,yes
8, word,2.2823309898376465,yes
8,?,1.1163519620895386,no
8, @,7.837581634521484,no
8,!,0.4419155418872833,no
8, H,4.656011581420898,no
8,ALL,2.553579330444336,no
8,:,0.11215634644031525,no
8, No,2.8772130012512207,no
8, @,6.9383134841918945,no
8,!,0.022120993584394455,no
8, BUR,0.245211660861969,no
8,NS,0.00022313489171210676,no
8,:,0.007530989591032267,no
8, Oh,4.796258926391602,no
8,",",0.6537747979164124,no
8, I,1.7324763536453247,no
8, thought,4.170286655426025,no
8, you,0.7958606481552124,no
8, did,2.421957015991211,no
9, separate,12.122917175292969,no
9, and,4.493774890899658,no
9, apart,4.829217433929443,no
9,",",2.354499101638794,no
9, whether,6.7641282081604,no
9, or,3.451392650604248,no
9, not,0.009522492997348309,no
9, we,2.5454113483428955,no
9, have,2.8590526580810547,no
9, a,1.656665563583374,no
9, constitutional,6.838356018066406,no
9, amendment,2.735511302947998,no
9, here,6.187780380249023,no
9, And,12.944562911987305,no
9, that,2.487687587738037,no
9, was,3.9907631874084473,no
9, the,1.2725608348846436,no
9, issue,3.709014415740967,no
9, today,4.969496726989746,no
9, @,12.28042984008789,no
9,!,9.778289794921875,no
9, DO,11.874573707580566,no
9,B,3.7295033931732178,no
9,BS,3.7522754669189453,no
9, Senator,11.276633262634277,no
9, Brown,5.165266036987305,no
9,back,1.4469211101531982,no
9,",",2.7347071170806885,no
9, you,2.50608491897583,no
9, have,2.385610580444336,yes
9, the,3.015212297439575,yes
9, last,5.025209903717041,yes
9, word,0.11439727991819382,yes
9, @,3.438035011291504,no
9,!,0.5660566091537476,no
9, BR,7.067493438720703,no
9,OWN,0.05616146698594093,no
9,BACK,0.0158206969499588,no
9, It,5.5634765625,no
9,'s,0.8092607259750366,no
9, not,1.9377354383468628,no
9, separate,6.243447303771973,no
9, and,0.17551298439502716,no
9, apart,0.007131715305149555,no
9, We,6.286900520324707,no
9, know,5.178196907043457,no
9, the,2.5180845260620117,no
9, best,6.4900970458984375,no
9, place,4.239202976226807,no
9, to,0.39057570695877075,no
9, raise,4.1147260665893555,no
9, children,1.552756667137146,no
10,!,7.366643905639648,no
10, AND,12.023933410644531,no
10,RE,4.394524574279785,no
10,W,0.3592621386051178,no
10,-,5.843355178833008,no
10,H,4.673235893249512,no
10,ANS,4.582348346710205,no
10,EL,4.589035987854004,no
10,MAN,5.304738998413086,no
10,-,4.497923851013184,no
10, @,11.322977066040039,no
10,:,4.860081672668457,no
10, He,9.507378578186035,no
10, did,4.442621231079102,no
10, it,2.3404531478881836,no
10, with,3.8043465614318848,no
10, honor,7.9361572265625,no
10,",",1.7074618339538574,no
10, did,6.583081245422363,no
10, it,0.7012650966644287,no
10, with,0.5546309351921082,no
10, integrity,3.3755764961242676,no
10, He,7.154692649841309,no
10, never,4.952265739440918,no
10, had,4.265878200531006,yes
10, an,3.367093801498413,yes
10, ill,5.779411792755127,yes
10, word,2.689639091491699,yes
10, And,11.316266059875488,no
10, that,3.9412755966186523,no
10,'s,0.6397995352745056,no
10, why,1.3243261575698853,no
10, he,1.2809172868728638,no
10,'s,0.8839876651763916,no
10, Penn,12.991463661193848,no
10, State,0.47409093379974365,no
11, that,3.620610475540161,no
11, day,6.2517991065979,no
11, in,3.5388875007629395,no
11, March,4.150612831115723,no
11, there,7.257354736328125,no
11, had,4.8895263671875,no
11, been,0.21910613775253296,no
11, a,1.5180610418319702,no
11, t,7.485010147094727,no
11,iff,2.7162365913391113,no
11, They,14.94088077545166,no
11,'d,2.203345775604248,no
11, had,2.2003846168518066,yes
11, words,5.414320945739746,yes
11, And,4.0863871574401855,no
11, so,5.697059631347656,no
11, that,5.153370380401611,no
11, night,1.375490427017212,no
11, she,3.084394931793213,no
11, drove,4.6334452629089355,no
11, Ryan,11.1184720993042,no
11, home,2.2778801918029785,no
11,",",2.858725070953369,no
11, asked,9.128707885742188,no
11, him,0.6382007002830505,no
11, to,0.7309758067131042,no
11, get,3.4854161739349365,no
11, out,3.0699172019958496,no
11, of,1.4779528379440308,no
11, the,1.170310139656067,no
11, car,0.39072856307029724,no
11,",",1.6553785800933838,no
11, he,4.863375186920166,no
11, said,1.9849532842636108,no
11, they,5.096412181854248,no
11, were,1.6746418476104736,no
11, through,5.42900276184082,no
12, was,3.2456507682800293,no
12, T,9.159650802612305,no
12,ula,7.435093879699707,no
12, -,6.874865531921387,no
12,L,9.327754974365234,no
12,RB,10.426728248596191,no
12,-,1.5763274431228638,no
12, ph,10.068072319030762,no
12, -,6.6430816650390625,no
12,RR,9.34019660949707,no
12,B,1.7373765707015991,no
12,-,0.140767440199852,no
12, Christine,13.212574005126953,no
12, Ash,10.405580520629883,no
12,more,4.22737979888916,no
12, -,2.3059446811676025,no
12,L,1.6870055198669434,no
12,RB,0.38322755694389343,no
12,-,0.0351533405482769,no
12, ph,4.132104396820068,no
12, -,0.42261338233947754,no
12,RR,0.325631707906723,no
12,B,0.03903691843152046,no
12,-,0.005657849367707968,no
12, had,6.540953636169434,no
12, five,8.353621482849121,no
12, words,5.472818374633789,no
12,:,3.5189590454101562,no
12, Zimmerman,13.278643608093262,no
12, adop,14.639262199401855,no
12,ts,0.22590681910514832,no
12, country,9.880699157714844,no
12,'s,4.498081207275391,no
12, cultural,9.174772262573242,no
12, bias,7.398163795471191,no
12, Craig,11.066803932189941,no
12, said,6.2443437576293945,no
12,:,1.637458086013794,no
12, Condition,14.912299156188965,no
12,ed,1.3503923416137695,no
12, fear,5.628361701965332,no
12, of,1.439015507698059,no
12, difference,7.288283348083496,no
12, beyond,10.881622314453125,no
12, color,7.386789321899414,no
13, @,8.256851196289062,no
13,!,7.685074806213379,no
13, D,9.705316543579102,no
13,ICK,5.931004524230957,no
13,ERSON,6.266176223754883,no
13, #,7.655012607574463,no
13, All,9.863489151000977,no
13, right,3.233699321746826,no
13,",",0.9993141293525696,no
13, Jam,11.257903099060059,no
13,elle,3.096219539642334,no
13,",",1.219086766242981,no
13, you,2.6112914085388184,no
13, had,4.485025405883789,yes
13, the,3.1771864891052246,yes
13, last,3.5147955417633057,yes
13, word,0.46958744525909424,yes
13, there,4.471652507781982,no
13, Sorry,14.243435859680176,no
13,",",1.212812066078186,no
13, Peggy,11.562047004699707,no
13,",",1.2069129943847656,no
13, we,3.694087266921997,no
13,'ll,2.453686237335205,no
13, --,7.157024383544922,no
13, just,6.070603847503662,no
13, hold,5.4075422286987305,no
13, that,3.7339463233947754,no
13,",",5.103004455566406,no
13, the,5.241456031799316,no
13, one,5.243296146392822,no
13, you,2.433511734008789,no
13, have,3.5900776386260986,no
14,L,6.420689582824707,no
14,RB,8.330745697021484,no
14,-,1.7839268445968628,no
14, Photo,13.075140953063965,no
14, of,4.277581214904785,no
14, Bob,6.801740646362305,no
14, McCl,6.728745460510254,no
14,ancy,10.060307502746582,no
14, and,2.8285598754882812,no
14, Martha,7.650671482086182,no
14, Ann,5.791534900665283,no
14, -,8.202659606933594,no
14,RR,12.261068344116211,no
14,B,2.836949586868286,no
14,-,0.19780735671520233,no
14, KE,12.744617462158203,no
14,ITH,2.7804360389709473,no
14, MOR,5.396910667419434,no
14,R,0.5521420240402222,no
14,ISON,1.4602196216583252,no
14, -,1.2137960195541382,no
14,L,4.295989036560059,no
14,RB,0.2841675281524658,no
14,-,0.022524353116750717,no
14, voice,12.824214935302734,no
14,over,1.7303845882415771,no
14, -,1.297682762145996,no
14,RR,2.1538009643554688,no
14,B,0.025498932227492332,no
14,-,0.013128272257745266,no
14,:,7.683826923370361,no
14, And,4.514593124389648,no
14, you,3.855391025543213,no
14, could,4.092965126037598,no
14, just,4.198250770568848,no
14, see,1.5818169116973877,no
14, said,10.499931335449219,no
14, De,9.166533470153809,no
14,bi,4.888823509216309,no
14, how,9.075509071350098,no
14, much,1.722853660583496,no
14, Bob,4.294376373291016,no
14, and,2.5915932655334473,no
14, Martha,0.23968330025672913,no
14, Ann,0.7541353702545166,no
14, loved,1.3165079355239868,no
14, each,0.6043078303337097,no
14, other,0.0182094294577837,no
14, DE,11.77446460723877,no
14,BI,0.4278315603733063,no
14, H,6.574329376220703,no
14,ART,2.9955520629882812,no
14,MAN,1.194957971572876,no
14,:,1.06117582321167,no
14, Never,8.272791862487793,no
14, once,4.5080108642578125,no
14, did,0.5960597395896912,no
14, I,1.5687174797058105,no
14, hear,3.2994375228881836,no
14, them,1.829515814781189,no
14, argue,2.421048164367676,no
14, or,2.0995264053344727,no
14, have,3.2543859481811523,no
14, a,1.2304835319519043,no
14, sour,8.391278266906738,no
14, word,2.8226373195648193,no
14, against,3.8831627368927,no
14, one,2.400635004043579,no
14, couple,16.10186767578125,no
14, -,4.260189533233643,no
14,L,2.6977627277374268,no
14,RB,0.038099709898233414,no
14,-,0.011323589831590652,no
14, Photos,9.03287410736084,no
14, of,0.1503913551568985,no
14, exterior,11.405753135681152,no
14, of,0.7878887057304382,no
14, cabin,7.092709541320801,no
14, -,0.6411377787590027,no
14,RR,0.6913360357284546,no
14,B,0.006707889027893543,no
14,-,0.005835638847202063,no
14, KE,3.0582542419433594,no
14,ITH,0.0017150230705738068,no
14, MOR,0.02926580049097538,no
14,R,0.0009697740315459669,no
14,ISON,0.0002885640424210578,no
14, -,1.1725029945373535,no
14,L,0.08187475800514221,no
14,RB,0.006502185482531786,no
14,-,0.0048683201894164085,no
14, voice,1.5361783504486084,no
14,over,0.0053177098743617535,no
14, -,0.036917172372341156,no
14,RR,0.11107906699180603,no
14,B,0.001849489752203226,no
14,-,0.00949840433895588,no
14,:,0.6663480997085571,no
14, And,2.3891735076904297,no
14, then,4.5264201164245605,no
14,",",2.5609240531921387,no
14, May,10.148700714111328,no
14, 2006,8.109024047851562,no
14,",",0.3869943916797638,no
14, when,3.1967947483062744,no
14, Martha,2.8247270584106445,no
14, Ann,0.1003321036696434,no
14, was,1.6213582754135132,no
14, at,4.647595405578613,no
14, work,2.9630842208862305,no
14,",",0.9506341218948364,no
14, a,4.247684955596924,no
14, family,4.606571674346924,no
14, friend,1.0016776323318481,no
14, stopped,6.325139999389648,no
14, by,0.16571380198001862,no
14, to,1.158218264579773,no
14, see,2.0957818031311035,no
14, Bob,2.6905503273010254,no
14, at,5.093286514282227,no
14, home,3.46553897857666,no
15,!,7.366643905639648,no
15, R,9.348451614379883,no
15,ENN,9.042139053344727,no
15,IE,2.831998825073242,no
15,-,4.625286102294922,no
15,SP,6.362880706787109,no
15,ARK,3.1945948600769043,no
15,S,2.132148027420044,no
15, #,4.642662048339844,no
15, You,10.095453262329102,no
15, have,3.3852436542510986,yes
15, this,7.022568702697754,yes
15, many,4.7497453689575195,yes
15, words,5.722369194030762,yes
15, And,9.773274421691895,no
15, it,4.110912799835205,no
15,'s,0.735523521900177,no
15, a,2.632258892059326,no
15, great,4.780102252960205,no
15, way,3.863025188446045,no
15, to,0.5943594574928284,no
15, learn,3.2172210216522217,no
15, how,3.5895068645477295,no
15, to,0.39971575140953064,no
15, write,2.49019193649292,no
15, is,7.964211940765381,no
15, when,5.894427299499512,no
15, you,0.3014257252216339,no
15,'re,2.6987688541412354,no
15, being,4.776976108551025,no
15, told,2.891646146774292,no
15, you,2.390509605407715,no
15, have,1.2940212488174438,no
15, this,2.2776384353637695,no
15, many,0.0638934075832367,no
16, know,3.417623281478882,no
16,",",0.7402329444885254,no
16, imagine,8.881462097167969,no
16, a,2.2352449893951416,no
16, sentence,8.264659881591797,no
16, written,4.69672155380249,no
16, that,5.569490432739258,no
16, is,3.1835222244262695,no
16, half,5.730386734008789,no
16, the,3.5455100536346436,no
16, King,11.939613342285156,no
16, James,0.09113176167011261,no
16, Bible,0.9087072610855103,no
16, and,1.6686084270477295,no
16, half,0.16259263455867767,no
16, a,1.802502155303955,no
16, rap,7.085413932800293,no
16, song,0.4359338581562042,no
16, And,11.460864067077637,no
16, the,2.662644863128662,no
16, idea,5.592504501342773,no
16, is,1.065923810005188,no
16, that,0.8091520667076111,no
16, every,4.768823146820068,no
16, Hebrew,9.728164672851562,no
16, coll,12.6954984664917,no
16,oqu,0.05023445934057236,no
16,ial,0.04193461686372757,no
16, speech,5.402050495147705,no
16, sentence,5.167791843414307,no
16, has,2.032756805419922,no
16, biblical,8.082157135009766,no
16, words,5.267801284790039,no
16, and,2.6379218101501465,no
16, has,6.645870208740234,no
16, words,4.777927875518799,no
16, that,1.1264724731445312,no
16, were,3.3208537101745605,no
16, taken,3.066201686859131,no
16,",",6.043578624725342,no
16, you,2.6886918544769287,no
16, know,0.02701685205101967,no
16,",",0.04705292358994484,no
16, from,0.722565770149231,no
16, English,5.628482818603516,no
16, or,3.07466983795166,no
16, taken,6.217859268188477,no
16, from,0.21834710240364075,no
16, Arabic,3.8485374450683594,no
16, or,0.8886071443557739,no
16, taken,1.2990068197250366,no
16, from,0.04133063182234764,no
16, Russian,5.245622634887695,no
16, So,4.786899566650391,no
16, I,2.8058552742004395,no
16, can,3.7075226306915283,no
16, say,2.6085801124572754,no
16, two,6.687574863433838,no
16, words,2.664078712463379,no
16, that,1.912420630455017,no
16, are,1.0651153326034546,no
16, from,2.041506767272949,no
16, the,0.7065318822860718,no
16, Bible,1.755763292312622,no
16, and,1.1174778938293457,no
16, then,2.9405360221862793,no
16, the,3.3308591842651367,no
16, word,2.9908437728881836,no
16, Internet,10.665236473083496,no
16,",",2.690443992614746,no
16, you,2.1809487342834473,no
16, know,0.21649499237537384,no
16,?,4.124167442321777,no
16, @,11.847139358520508,no
16,!,7.669493198394775,no
16, TER,13.224023818969727,no
16,RY,1.4165735244750977,no
16,-,6.776096343994141,no
16,GR,7.6907196044921875,no
16,OSS,0.38233622908592224,no
16, #,8.52204418182373,no
16, Right,13.905454635620117,no
16, -,7.80569314956665,no
16,L,9.40574836730957,no
16,RB,9.353075981140137,no
16,-,0.9537672400474548,no
16, laughter,11.918420791625977,no
16, -,2.705923557281494,no
16,RR,8.532785415649414,no
16,B,3.3006656169891357,no
16,-,0.09678351879119873,no
17, so,4.19035530090332,no
17, I,2.4616763591766357,no
17, started,4.22145414352417,no
17, writing,3.6162216663360596,no
17, based,9.190560340881348,no
17, on,0.16854488849639893,no
17, that,1.9673045873641968,no
17,",",2.457188606262207,no
17, based,5.0957489013671875,no
17, on,0.04373697564005852,no
17, how,3.761187791824341,no
17, I,0.9914127588272095,no
17, was,2.1724181175231934,no
17, feeling,0.5873745083808899,no
17, every,5.967869758605957,no
17, day,0.26923197507858276,no
17, -,6.924620628356934,no
17, day,7.220652103424072,no
17, in,0.8177626729011536,no
17,",",0.776417076587677,no
17, day,0.005958057940006256,no
17, out,0.0008042200352065265,no
17,",",1.195773720741272,no
17, going,5.6682634353637695,no
17, in,4.5064239501953125,no
17, and,1.1240869760513306,no
17, out,0.23160262405872345,no
17, of,0.14760573208332062,no
17, work,2.090414047241211,no
17, And,12.590496063232422,no
17, one,5.101881504058838,no
17, night,3.162503957748413,no
17,",",1.118363618850708,no
17, we,5.278790473937988,no
17, were,1.1236050128936768,no
17, going,3.8564634323120117,no
17, to,0.5978122353553772,no
17, have,2.5093798637390137,no
17, a,0.6854462623596191,no
17, show,4.952166557312012,no
17,",",1.520185947418213,no
17, and,0.48613864183425903,no
17, Heath,11.308815002441406,no
17, said,3.5302910804748535,no
17, to,1.5252803564071655,no
17, me,0.05396853759884834,no
17, -,3.184129238128662,no
17, he,1.3321727514266968,no
17, was,1.90378737449646,no
17, like,2.2003374099731445,no
17,",",0.3629952073097229,no
17, guys,8.968527793884277,no
17,",",0.10767830908298492,no
17, let,3.582216739654541,no
17,'s,0.11186005920171738,no
17, try,3.62534236907959,no
17, to,1.8093796968460083,no
17, play,4.837823390960693,no
17, that,4.043943405151367,no
17, one,3.8334970474243164,no
17, track,4.560025691986084,no
17,",",2.559865713119507,no
17, you,3.624589204788208,no
17, know,0.06049603596329689,no
17,",",0.8820787668228149,no
17, the,1.817265510559082,no
17, one,1.3177509307861328,no
17, that,0.9981001615524292,no
17, does,6.84976863861084,no
17, n,9.92866039276123,no
17,'t,3.46101450920105,no
17, have,2.040992259979248,no
17, words,5.051993370056152,no
17, And,9.007084846496582,no
17, I,0.7577674388885498,no
17, said,1.9492844343185425,no
17,",",0.3433076739311218,no
17, yeah,2.789538621902466,no
17,",",0.17712579667568207,no
